order_id,customer_id,dish_id,quantity,unit_price,discount,payment_method,order_date,order_time,total_bill
2260,304,102,3,380,0,UPI,2026-03-22,12:43:51,1140.0
2261,261,123,1,420,0,UPI,2026-03-26,13:19:14,420.0
2262,79,104,2,390,0,UPI,2026-05-12,19:00:43,780.0
2263,400,112,3,240,0,UPI,2026-06-06,13:45:02,720.0
2264,430,104,1,390,0,UPI,2026-04-03,12:47:24,390.0
2265,91,101,1,695,0,UPI,2026-04-19,21:30:15,695.0
2266,493,102,2,380,0,UPI,2026-06-28,19:14:50,760.0
2267,102,122,2,320,0,UPI,2026-05-05,13:28:22,640.0
2268,357,128,1,150,0,Card,2026-06-11,13:44:11,150.0
2269,84,105,2,420,5,Cash,2026-06-13,19:18:07,798.0
2270,388,101,2,695,0,UPI,2026-03-23,18:13:08,1390.0
2271,138,118,1,150,0,Card,2026-06-29,14:47:28,150.0
2272,422,115,1,150,10,Cash,2026-01-20,19:26:32,135.0
2273,344,119,1,220,5,UPI,2026-01-01,18:54:04,209.0
2274,279,117,2,130,0,Card,2026-06-15,21:48:57,260.0
2275,382,124,2,180,5,UPI,2026-04-15,19:52:31,342.0
2276,433,102,1,380,0,UPI,2026-02-02,13:40:25,380.0
2277,155,126,1,60,0,UPI,2026-04-04,20:21:04,60.0
2278,481,123,2,420,0,UPI,2026-01-18,12:47:57,840.0
2279,382,129,2,180,5,UPI,2026-03-08,18:01:59,342.0
2280,468,111,3,320,5,UPI,2026-06-02,21:10:22,912.0
2281,429,127,1,90,15,UPI,2026-06-04,14:22:45,76.5
2282,271,101,1,695,0,UPI,2026-04-11,21:48:35,695.0
2283,210,103,2,320,0,UPI,2026-01-16,20:31:32,640.0
2284,435,120,2,120,5,UPI,2026-05-04,19:12:22,228.0
2285,288,116,1,120,0,Card,2026-02-17,18:07:31,120.0
2286,19,105,1,420,0,UPI,2026-05-26,19:33:17,420.0
2287,468,102,2,380,0,UPI,2026-04-03,21:43:50,760.0
2288,191,106,1,300,0,Card,2026-06-26,18:21:04,300.0
2289,334,113,2,220,0,Card,2026-03-24,12:00:17,440.0
2290,276,115,2,150,0,UPI,2026-02-05,13:55:27,300.0
2291,293,108,1,695,0,UPI,2026-05-26,19:04:13,695.0
2292,100,105,1,420,0,Cash,2026-02-23,13:02:17,420.0
2293,111,105,1,420,5,UPI,2026-03-05,19:48:09,399.0
2294,81,117,1,130,0,UPI,2026-04-17,14:01:47,130.0
2295,160,102,4,380,0,UPI,2026-05-09,18:38:36,1520.0
2296,289,103,1,320,0,UPI,2026-02-14,11:50:22,320.0
2297,94,117,2,130,0,UPI,2026-02-02,20:34:58,260.0
2298,342,120,2,120,0,Cash,2026-06-22,19:55:12,240.0
2299,109,117,1,130,0,Card,2026-05-06,14:15:32,130.0
2300,471,104,3,390,5,Card,2026-05-27,22:34:38,1111.5
2301,81,105,2,420,0,UPI,2026-06-16,13:20:27,840.0
2302,462,122,1,320,0,UPI,2026-03-16,12:50:56,320.0
2303,45,113,2,220,0,UPI,2026-04-03,12:20:00,440.0
2304,474,113,5,220,5,Card,2026-03-24,19:46:23,1045.0
2305,286,107,2,695,0,Cash,2026-01-18,13:15:56,1390.0
2306,373,118,1,150,0,Cash,2026-02-14,11:34:38,150.0
2307,462,104,4,390,0,UPI,2026-04-20,14:39:08,1560.0
2308,190,115,1,150,0,Card,2026-02-21,12:24:58,150.0
2309,270,105,2,420,5,UPI,2026-04-04,21:49:00,798.0
2310,237,115,3,150,0,UPI,2026-04-09,13:54:37,450.0
2311,417,104,2,390,10,Card,2026-06-15,18:31:57,702.0
2312,449,123,1,420,5,UPI,2026-06-17,19:48:02,399.0
2313,355,109,1,650,5,UPI,2026-04-21,18:25:36,617.5
2314,345,115,1,150,0,Card,2026-03-25,12:12:21,150.0
2315,5,106,1,300,0,Cash,2026-02-24,13:44:22,300.0
2316,207,113,1,220,5,UPI,2026-05-31,19:43:37,209.0
2317,162,108,1,695,0,UPI,2026-05-15,19:55:59,695.0
2318,480,103,2,320,5,Card,2026-01-31,12:48:01,608.0
2319,54,124,2,180,0,UPI,2026-04-06,21:24:40,360.0
2320,279,102,1,380,0,UPI,2026-05-20,19:57:36,380.0
2321,303,103,5,320,10,UPI,2026-04-20,20:55:11,1440.0
2322,140,106,2,300,15,Card,2026-01-29,18:14:34,510.0
2323,493,121,2,350,0,UPI,2026-01-17,14:57:47,700.0
2324,212,105,1,420,10,Card,2026-03-22,12:07:24,378.0
2325,348,119,1,220,0,UPI,2026-03-13,19:24:44,220.0
2326,318,102,1,380,0,UPI,2026-01-10,19:40:51,380.0
2327,267,121,3,350,5,UPI,2026-04-07,12:57:47,997.5
2328,145,119,2,220,0,UPI,2026-04-22,18:33:13,440.0
2329,108,122,5,320,0,Card,2026-06-21,14:05:06,1600.0
2330,4,120,1,120,0,Cash,2026-01-21,19:39:06,120.0
2331,345,104,1,390,0,Card,2026-01-31,19:20:10,390.0
2332,296,115,5,150,0,Card,2026-01-30,12:02:31,750.0
2333,137,105,1,420,0,UPI,2026-02-13,13:42:31,420.0
2334,353,116,2,120,0,UPI,2026-04-12,11:28:48,240.0
2335,408,110,2,280,0,UPI,2026-01-02,19:24:32,560.0
2336,268,107,3,695,15,UPI,2026-06-19,20:23:05,1772.25
2337,303,101,1,695,0,Card,2026-01-12,19:59:14,695.0
2338,333,105,4,420,5,UPI,2026-03-19,13:21:30,1596.0
2339,7,119,1,220,10,UPI,2026-04-13,22:47:07,198.0
2340,495,128,1,150,0,Card,2026-03-02,12:24:34,150.0
2341,185,102,1,380,5,UPI,2026-06-13,18:25:57,361.0
2342,497,113,2,220,0,Card,2026-02-01,12:45:56,440.0
2343,79,102,1,380,0,UPI,2026-04-10,21:55:29,380.0
2344,273,127,3,90,5,UPI,2026-04-21,20:10:23,256.5
2345,191,121,2,350,0,UPI,2026-04-06,21:00:21,700.0
2346,441,109,2,650,0,UPI,2026-04-29,14:03:59,1300.0
2347,44,105,1,420,0,Card,2026-05-27,19:40:39,420.0
2348,183,102,2,380,10,UPI,2026-01-08,14:18:14,684.0
2349,457,125,2,120,0,Card,2026-02-21,19:55:29,240.0
2350,319,122,1,320,5,Cash,2026-05-10,18:57:00,304.0
2351,348,128,2,150,15,Card,2026-04-12,19:17:12,255.0
2352,40,125,2,120,15,UPI,2026-03-14,13:12:07,204.0
2353,442,120,5,120,0,UPI,2026-06-17,20:21:49,600.0
2354,65,121,1,350,0,UPI,2026-02-15,19:20:45,350.0
2355,37,118,1,150,0,Cash,2026-02-27,18:48:47,150.0
2356,355,129,1,180,15,Card,2026-01-19,13:34:09,153.0
2357,465,115,1,150,0,Card,2026-06-13,19:37:30,150.0
2358,338,128,1,150,0,Cash,2026-03-20,13:49:53,150.0
2359,348,108,1,695,0,Card,2026-05-06,13:22:28,695.0
2360,58,126,2,60,0,Card,2026-02-11,18:17:43,120.0
2361,450,107,3,695,0,UPI,2026-04-19,12:56:12,2085.0
2362,171,114,1,180,0,Cash,2026-01-01,14:06:17,180.0
2363,242,112,2,240,0,UPI,2026-05-01,14:31:50,480.0
2364,19,126,1,60,15,Card,2026-05-21,18:03:24,51.0
2365,217,106,1,300,0,Cash,2026-05-13,14:55:33,300.0
2366,456,119,2,220,0,UPI,2026-05-18,13:27:20,440.0
2367,405,116,3,120,0,UPI,2026-04-14,20:05:36,360.0
2368,338,123,3,420,0,UPI,2026-06-24,18:45:05,1260.0
2369,494,105,1,420,0,Card,2026-05-28,19:50:45,420.0
2370,321,123,1,420,0,Card,2026-04-27,12:35:06,420.0
2371,459,119,2,220,5,Card,2026-04-12,21:11:47,418.0
2372,297,101,1,695,0,Card,2026-06-01,20:29:32,695.0
2373,19,102,2,380,0,Card,2026-03-18,19:13:16,760.0
2374,485,126,1,60,0,Card,2026-01-14,13:58:22,60.0
2375,345,104,2,390,0,Cash,2026-01-07,19:59:45,780.0
2376,95,125,3,120,5,UPI,2026-01-20,20:36:13,342.0
2377,322,111,1,320,0,UPI,2026-04-23,18:22:49,320.0
2378,53,107,1,695,0,Cash,2026-01-22,20:48:28,695.0
2379,448,121,1,350,0,UPI,2026-03-04,14:34:21,350.0
2380,267,120,1,120,0,UPI,2026-01-15,19:10:03,120.0
2381,28,123,3,420,0,Card,2026-03-06,19:42:14,1260.0
2382,268,118,1,150,0,Card,2026-03-19,19:09:56,150.0
2383,210,111,2,320,0,UPI,2026-04-13,14:23:37,640.0
2384,268,116,1,120,15,UPI,2026-02-18,19:18:16,102.0
2385,464,126,2,60,10,Cash,2026-02-20,18:09:27,108.0
2386,4,116,4,120,0,UPI,2026-06-08,13:11:00,480.0
2387,292,114,2,180,0,UPI,2026-01-12,20:01:17,360.0
2388,256,105,1,420,0,UPI,2026-01-21,19:24:21,420.0
2389,229,104,1,390,0,UPI,2026-05-25,13:29:05,390.0
2390,348,105,5,420,0,Cash,2026-04-26,13:25:18,2100.0
2391,242,104,1,390,0,Card,2026-02-18,13:06:31,390.0
2392,284,117,2,130,5,UPI,2026-04-19,20:32:19,247.0
2393,467,102,3,380,0,UPI,2026-03-12,19:04:48,1140.0
2394,418,114,4,180,0,Card,2026-02-06,18:08:55,720.0
2395,133,116,1,120,0,Cash,2026-01-12,14:03:05,120.0
2396,73,108,1,695,5,Cash,2026-02-28,13:11:11,660.25
2397,239,107,1,695,0,Card,2026-06-19,22:23:33,695.0
2398,283,105,2,420,10,UPI,2026-03-01,18:12:56,756.0
2399,102,101,1,695,0,UPI,2026-06-13,12:17:21,695.0
2400,317,106,2,300,10,Card,2026-05-26,11:03:03,540.0
2401,374,104,1,390,0,UPI,2026-01-25,20:52:19,390.0
2402,80,117,2,130,0,Card,2026-06-29,20:55:07,260.0
2403,460,119,2,220,10,Card,2026-02-28,13:10:48,396.0
2404,371,122,2,320,10,UPI,2026-04-22,11:35:27,576.0
2405,414,121,3,350,0,UPI,2026-02-19,12:57:03,1050.0
2406,71,119,1,220,5,Card,2026-04-18,12:31:02,209.0
2407,38,118,3,150,5,Cash,2026-02-15,13:06:19,427.5
2408,309,119,2,220,0,UPI,2026-01-12,11:07:00,440.0
2409,304,106,1,300,5,Card,2026-05-30,14:09:39,285.0
2410,20,105,1,420,5,Card,2026-05-18,18:28:08,399.0
2411,419,117,1,130,5,UPI,2026-06-22,11:11:18,123.5
2412,307,118,2,150,0,UPI,2026-02-18,13:35:55,300.0
2413,191,101,5,695,0,Card,2026-05-12,20:00:24,3475.0
2414,85,105,1,420,0,Card,2026-02-09,13:09:43,420.0
2415,148,108,1,695,0,UPI,2026-02-12,13:48:13,695.0
2416,146,116,3,120,10,UPI,2026-04-30,14:59:10,324.0
2417,44,113,1,220,0,Card,2026-06-15,19:51:51,220.0
2418,101,118,1,150,0,UPI,2026-05-15,18:56:34,150.0
2419,55,119,5,220,0,UPI,2026-04-28,13:30:21,1100.0
2420,464,105,1,420,0,Cash,2026-01-25,19:06:52,420.0
2421,179,123,2,420,0,Cash,2026-02-04,14:06:19,840.0
2422,176,114,1,180,15,Card,2026-04-04,12:37:06,153.0
2423,474,117,1,130,0,Card,2026-03-03,11:36:48,130.0
2424,225,128,1,150,0,UPI,2026-02-28,14:01:42,150.0
2425,376,119,3,220,5,UPI,2026-05-26,19:21:58,627.0
2426,6,115,1,150,5,Card,2026-04-22,19:47:53,142.5
2427,31,120,1,120,10,UPI,2026-06-30,21:51:01,108.0
2428,302,105,5,420,0,Cash,2026-05-28,20:44:29,2100.0
2429,309,115,1,150,0,UPI,2026-06-11,18:51:21,150.0
2430,374,129,2,180,0,UPI,2026-03-08,13:22:17,360.0
2431,284,121,1,350,10,UPI,2026-02-07,14:46:35,315.0
2432,351,116,2,120,0,UPI,2026-01-17,14:51:48,240.0
2433,209,101,2,695,0,Card,2026-03-21,19:06:36,1390.0
2434,114,121,1,350,5,UPI,2026-02-06,13:51:25,332.5
2435,116,119,3,220,0,Card,2026-04-30,11:04:20,660.0
2436,433,123,4,420,10,Card,2026-05-18,13:43:46,1512.0
2437,171,116,3,120,5,Cash,2026-05-07,20:06:45,342.0
2438,486,103,1,320,10,UPI,2026-02-14,13:05:30,288.0
2439,244,108,4,695,0,UPI,2026-04-20,12:04:24,2780.0
2440,114,118,1,150,15,UPI,2026-06-14,20:18:05,127.5
2441,95,125,1,120,0,UPI,2026-06-26,20:29:07,120.0
2442,46,116,2,120,0,UPI,2026-03-11,13:51:59,240.0
2443,283,117,1,130,0,UPI,2026-04-01,12:35:46,130.0
2444,432,106,1,300,0,UPI,2026-01-03,13:55:50,300.0
2445,377,105,1,420,5,Cash,2026-06-30,19:27:36,399.0
2446,167,119,2,220,5,UPI,2026-06-20,19:35:28,418.0
2447,354,106,1,300,0,Card,2026-04-18,13:01:38,300.0
2448,236,129,2,180,10,UPI,2026-06-15,13:28:15,324.0
2449,123,101,1,695,0,Card,2026-02-01,20:48:13,695.0
2450,465,115,1,150,0,UPI,2026-01-09,20:21:52,150.0
2451,109,123,1,420,15,Cash,2026-02-05,19:32:44,357.0
2452,350,126,1,60,5,Card,2026-02-28,20:52:22,57.0
2453,33,105,1,420,5,Card,2026-05-11,18:06:56,399.0
2454,288,128,2,150,0,UPI,2026-02-07,14:37:12,300.0
2455,194,101,3,695,10,Card,2026-04-19,20:02:48,1876.5
2456,126,130,2,220,0,Cash,2026-02-23,13:24:39,440.0
2457,152,105,5,420,0,Card,2026-06-13,19:53:46,2100.0
2458,92,124,2,180,0,UPI,2026-04-02,19:56:38,360.0
2459,311,107,1,695,0,Cash,2026-06-15,12:25:52,695.0
2460,204,101,3,695,10,UPI,2026-05-11,19:36:17,1876.5
2461,253,114,2,180,0,UPI,2026-06-15,14:36:40,360.0
2462,425,120,1,120,10,UPI,2026-02-20,14:12:41,108.0
2463,434,101,1,695,0,UPI,2026-06-04,18:26:51,695.0
2464,496,125,4,120,0,UPI,2026-01-14,19:39:44,480.0
2465,240,116,2,120,0,Cash,2026-01-10,12:59:29,240.0
2466,272,107,1,695,0,UPI,2026-05-02,18:59:13,695.0
2467,50,117,4,130,0,UPI,2026-04-24,18:46:18,520.0
2468,357,123,3,420,0,UPI,2026-03-12,19:13:55,1260.0
2469,305,101,2,695,0,UPI,2026-06-29,13:16:35,1390.0
2470,316,117,1,130,0,UPI,2026-02-04,19:54:15,130.0
2471,251,106,4,300,5,UPI,2026-03-31,19:56:25,1140.0
2472,212,101,1,695,5,Cash,2026-04-21,19:36:52,660.25
2473,224,107,4,695,5,UPI,2026-05-25,20:22:27,2641.0
2474,197,128,1,150,0,Card,2026-06-19,14:41:51,150.0
2475,292,110,2,280,0,UPI,2026-04-24,13:44:52,560.0
2476,62,103,1,320,0,Card,2026-01-25,18:40:01,320.0
2477,23,123,1,420,0,Card,2026-02-15,14:51:11,420.0
2478,167,118,1,150,0,UPI,2026-05-13,19:53:17,150.0
2479,428,123,2,420,0,Cash,2026-01-22,21:44:26,840.0
2480,214,102,1,380,5,Cash,2026-04-28,21:01:11,361.0
2481,215,101,2,695,0,UPI,2026-01-07,21:18:55,1390.0
2482,347,105,2,420,0,Cash,2026-01-08,20:14:24,840.0
2483,85,108,1,695,10,UPI,2026-04-30,13:59:34,625.5
2484,167,106,2,300,10,UPI,2026-02-01,13:45:29,540.0
2485,443,106,2,300,0,Cash,2026-06-25,13:10:24,600.0
2486,104,108,1,695,0,UPI,2026-06-17,20:26:38,695.0
2487,100,116,1,120,0,UPI,2026-01-11,20:43:53,120.0
2488,252,125,1,120,5,UPI,2026-02-18,12:54:59,114.0
2489,72,104,1,390,10,UPI,2026-06-28,11:35:44,351.0
2490,161,104,3,390,0,UPI,2026-05-09,18:19:43,1170.0
2491,339,115,1,150,0,Card,2026-05-05,12:02:05,150.0
2492,104,116,1,120,5,UPI,2026-04-05,20:18:55,114.0
2493,486,122,1,320,0,UPI,2026-01-03,21:22:50,320.0
2494,144,107,2,695,0,UPI,2026-03-17,20:58:54,1390.0
2495,304,122,2,320,0,Cash,2026-05-09,19:16:53,640.0
2496,172,126,1,60,10,UPI,2026-01-25,13:49:03,54.0
2497,5,116,1,120,0,Card,2026-06-15,19:03:05,120.0
2498,166,127,3,90,0,UPI,2026-01-13,19:35:55,270.0
2499,273,105,4,420,5,UPI,2026-05-09,20:58:26,1596.0
2500,6,101,1,695,15,UPI,2026-05-19,19:20:50,590.75
2501,228,107,2,695,0,UPI,2026-06-24,14:54:54,1390.0
2502,346,117,1,130,5,UPI,2026-04-30,20:57:56,123.5
2503,201,128,2,150,0,UPI,2026-06-15,13:43:30,300.0
2504,112,102,1,380,5,UPI,2026-04-18,12:12:09,361.0
2505,260,106,2,300,0,UPI,2026-01-14,19:46:20,600.0
2506,12,101,3,695,0,UPI,2026-03-04,18:33:04,2085.0
2507,432,105,1,420,0,Cash,2026-03-28,18:18:16,420.0
2508,55,115,1,150,0,UPI,2026-02-27,14:05:24,150.0
2509,75,101,3,695,0,UPI,2026-03-30,13:26:41,2085.0
2510,189,108,4,695,0,UPI,2026-05-29,19:09:51,2780.0
2511,222,123,2,420,0,UPI,2026-02-11,20:06:13,840.0
2512,275,126,4,60,10,UPI,2026-05-06,19:15:09,216.0
2513,425,111,3,320,10,UPI,2026-01-09,19:39:05,864.0
2514,182,105,2,420,5,Card,2026-02-27,12:59:14,798.0
2515,415,102,3,380,0,UPI,2026-04-21,12:21:37,1140.0
2516,401,118,1,150,5,UPI,2026-04-05,19:26:50,142.5
2517,274,126,3,60,0,Card,2026-05-28,20:53:42,180.0
2518,367,108,1,695,0,UPI,2026-03-14,19:40:57,695.0
2519,233,129,1,180,10,UPI,2026-06-27,21:42:11,162.0
2520,93,120,1,120,0,Cash,2026-04-05,21:59:20,120.0
2521,267,106,3,300,0,Card,2026-06-27,19:40:53,900.0
2522,457,107,2,695,10,Card,2026-06-19,13:34:55,1251.0
2523,393,111,4,320,0,Cash,2026-03-18,13:22:26,1280.0
2524,312,119,4,220,0,Cash,2026-03-30,13:49:06,880.0
2525,363,102,1,380,0,UPI,2026-01-29,13:39:24,380.0
2526,157,105,1,420,0,Card,2026-03-23,13:00:01,420.0
2527,6,113,1,220,0,UPI,2026-05-05,20:32:40,220.0
2528,441,105,1,420,0,UPI,2026-04-15,13:15:01,420.0
2529,218,117,2,130,0,UPI,2026-02-08,13:21:25,260.0
2530,499,124,2,180,0,UPI,2026-03-02,18:30:23,360.0
2531,361,125,1,120,10,UPI,2026-03-28,14:32:03,108.0
2532,343,122,2,320,0,UPI,2026-01-21,19:37:46,640.0
2533,147,115,1,150,0,Cash,2026-01-09,22:39:59,150.0
2534,368,124,5,180,0,Card,2026-06-21,18:26:28,900.0
2535,266,111,4,320,15,Card,2026-04-03,18:12:16,1088.0
2536,497,118,3,150,0,UPI,2026-04-14,20:53:13,450.0
2537,287,120,3,120,0,Card,2026-02-19,11:57:13,360.0
2538,182,126,2,60,0,Card,2026-02-24,13:04:41,120.0
2539,44,128,1,150,0,UPI,2026-06-03,18:45:55,150.0
2540,483,111,1,320,0,UPI,2026-03-03,13:27:46,320.0
2541,451,118,5,150,0,UPI,2026-05-07,19:35:29,750.0
2542,372,123,1,420,0,Card,2026-05-17,19:58:20,420.0
2543,85,127,1,90,0,Cash,2026-04-10,12:26:30,90.0
2544,148,105,1,420,0,Cash,2026-06-04,19:12:41,420.0
2545,207,124,1,180,5,UPI,2026-01-17,19:33:42,171.0
2546,113,108,2,695,0,Cash,2026-05-27,13:52:28,1390.0
2547,175,120,2,120,0,UPI,2026-03-30,20:50:58,240.0
2548,37,102,3,380,10,UPI,2026-02-28,14:59:46,1026.0
2549,49,128,1,150,0,Card,2026-04-21,20:35:53,150.0
2550,333,124,1,180,15,Card,2026-05-06,13:36:05,153.0
2551,158,103,3,320,0,UPI,2026-06-16,18:43:25,960.0
2552,315,127,1,90,0,Card,2026-05-09,13:09:36,90.0
2553,52,119,2,220,5,UPI,2026-02-07,21:38:38,418.0
2554,441,105,2,420,10,UPI,2026-01-19,13:29:37,756.0
2555,56,128,2,150,0,Card,2026-02-06,12:43:48,300.0
2556,199,102,2,380,5,UPI,2026-05-01,19:04:44,722.0
2557,88,129,1,180,10,UPI,2026-02-01,20:49:36,162.0
2558,322,119,4,220,15,UPI,2026-05-20,19:58:56,748.0
2559,156,116,2,120,0,UPI,2026-03-13,20:55:08,240.0
2560,330,109,1,650,0,Cash,2026-05-27,19:47:34,650.0
2561,195,124,1,180,0,Cash,2026-05-29,13:42:41,180.0
2562,162,118,3,150,5,UPI,2026-02-15,14:32:12,427.5
2563,474,110,2,280,5,Card,2026-05-15,11:54:55,532.0
2564,220,108,1,695,0,UPI,2026-04-24,12:59:02,695.0
2565,230,119,2,220,0,UPI,2026-05-25,20:11:50,440.0
2566,64,107,1,695,10,UPI,2026-05-31,20:40:31,625.5
2567,497,108,4,695,0,Cash,2026-02-02,19:36:08,2780.0
2568,482,116,1,120,0,UPI,2026-04-03,19:27:12,120.0
2569,401,106,1,300,15,Cash,2026-06-05,19:10:46,255.0
2570,407,125,1,120,10,Cash,2026-06-21,12:40:20,108.0
2571,370,113,2,220,0,Card,2026-01-05,13:19:02,440.0
2572,394,105,3,420,0,UPI,2026-02-27,19:10:10,1260.0
2573,238,120,2,120,0,UPI,2026-01-24,19:46:48,240.0
2574,222,111,3,320,10,UPI,2026-04-21,19:58:43,864.0
2575,264,108,1,695,0,UPI,2026-01-12,18:13:37,695.0
2576,476,113,1,220,0,UPI,2026-01-21,18:20:27,220.0
2577,372,120,1,120,0,Card,2026-04-19,13:36:26,120.0
2578,43,130,2,220,0,Card,2026-03-16,13:05:19,440.0
2579,227,109,5,650,0,Cash,2026-02-15,12:20:41,3250.0
2580,145,125,2,120,0,UPI,2026-06-16,11:16:39,240.0
2581,230,104,2,390,0,UPI,2026-05-20,13:53:23,780.0
2582,393,108,1,695,0,UPI,2026-02-06,13:34:47,695.0
2583,250,124,1,180,5,UPI,2026-04-04,14:42:43,171.0
2584,149,120,2,120,0,Cash,2026-04-18,19:37:45,240.0
2585,461,119,1,220,0,Card,2026-01-15,13:40:39,220.0
2586,241,104,1,390,0,UPI,2026-04-02,13:23:10,390.0
2587,376,122,2,320,0,Cash,2026-03-28,13:46:23,640.0
2588,316,105,2,420,0,UPI,2026-04-09,22:21:51,840.0
2589,162,102,2,380,10,UPI,2026-01-24,14:12:46,684.0
2590,259,129,1,180,0,UPI,2026-01-07,13:57:09,180.0
2591,325,123,3,420,15,Cash,2026-04-30,19:27:38,1071.0
2592,193,105,1,420,0,UPI,2026-04-09,13:27:40,420.0
2593,53,102,1,380,0,UPI,2026-06-09,13:13:07,380.0
2594,429,107,1,695,0,Cash,2026-01-02,18:17:10,695.0
2595,80,107,1,695,5,UPI,2026-03-22,21:34:28,660.25
2596,341,102,2,380,0,UPI,2026-03-19,19:59:50,760.0
2597,355,101,3,695,0,Cash,2026-02-20,19:13:19,2085.0
2598,63,124,4,180,0,Card,2026-04-27,13:05:32,720.0
2599,286,129,3,180,0,Cash,2026-04-01,20:59:18,540.0
2600,216,117,2,130,10,Cash,2026-01-23,20:38:24,234.0
2601,437,107,2,695,0,UPI,2026-01-19,18:08:07,1390.0
2602,482,119,1,220,0,Card,2026-02-06,11:42:47,220.0
2603,352,108,1,695,0,Card,2026-04-16,12:46:55,695.0
2604,406,114,1,180,5,UPI,2026-05-14,20:00:11,171.0
2605,179,116,1,120,0,UPI,2026-02-06,11:41:46,120.0
2606,35,116,2,120,0,Card,2026-01-30,19:58:14,240.0
2607,68,104,3,390,5,UPI,2026-02-19,12:44:53,1111.5
2608,51,120,1,120,0,UPI,2026-04-24,19:54:38,120.0
2609,72,103,1,320,0,UPI,2026-04-26,12:08:20,320.0
2610,341,120,1,120,0,UPI,2026-02-20,11:10:09,120.0
2611,123,107,1,695,5,Card,2026-06-25,12:10:47,660.25
2612,162,107,3,695,0,Card,2026-02-22,13:29:04,2085.0
2613,308,111,3,320,5,Cash,2026-04-11,21:48:27,912.0
2614,478,113,2,220,0,Cash,2026-06-05,12:48:10,440.0
2615,276,129,2,180,0,Card,2026-01-10,14:21:02,360.0
2616,291,120,2,120,15,UPI,2026-04-21,20:52:52,204.0
2617,133,115,2,150,0,UPI,2026-01-03,19:14:47,300.0
2618,192,119,1,220,0,UPI,2026-05-16,13:03:00,220.0
2619,224,107,2,695,0,UPI,2026-04-07,14:13:59,1390.0
2620,241,125,1,120,0,UPI,2026-05-09,13:57:20,120.0
2621,175,114,1,180,15,UPI,2026-04-09,11:04:59,153.0
2622,330,101,1,695,15,Card,2026-06-15,14:50:38,590.75
2623,111,128,2,150,0,Card,2026-05-11,12:24:47,300.0
2624,392,105,3,420,5,UPI,2026-03-31,13:24:07,1197.0
2625,158,103,1,320,0,Card,2026-02-22,19:00:39,320.0
2626,238,126,1,60,0,UPI,2026-06-03,20:49:02,60.0
2627,10,125,1,120,0,UPI,2026-01-26,20:52:52,120.0
2628,111,102,1,380,0,Card,2026-02-09,13:07:49,380.0
2629,457,130,1,220,15,UPI,2026-02-03,13:39:13,187.0
2630,256,104,2,390,0,UPI,2026-05-09,12:39:34,780.0
2631,12,120,2,120,0,Card,2026-04-06,11:01:47,240.0
2632,342,105,1,420,0,UPI,2026-03-14,14:53:33,420.0
2633,395,119,1,220,0,Cash,2026-04-01,13:34:58,220.0
2634,461,103,4,320,0,UPI,2026-01-28,13:56:54,1280.0
2635,291,103,2,320,0,UPI,2026-01-17,18:22:41,640.0
2636,115,104,2,390,10,Card,2026-06-14,19:29:28,702.0
2637,359,111,1,320,0,Cash,2026-04-26,19:37:36,320.0
2638,148,104,1,390,15,UPI,2026-02-11,13:14:52,331.5
2639,457,103,1,320,5,UPI,2026-02-20,19:19:03,304.0
2640,172,107,1,695,0,UPI,2026-02-27,18:46:16,695.0
2641,473,116,2,120,5,Cash,2026-04-16,13:43:08,228.0
2642,353,104,1,390,0,Cash,2026-01-24,11:28:59,390.0
2643,53,126,3,60,0,Card,2026-05-17,11:17:29,180.0
2644,229,118,2,150,5,Card,2026-04-01,13:45:51,285.0
2645,210,118,2,150,0,UPI,2026-02-09,19:37:33,300.0
2646,187,102,1,380,15,UPI,2026-01-11,19:25:07,323.0
2647,273,102,1,380,10,Card,2026-03-23,19:36:07,342.0
2648,215,122,4,320,0,UPI,2026-01-08,18:41:55,1280.0
2649,375,117,1,130,15,Card,2026-03-06,13:22:22,110.5
2650,266,103,1,320,10,UPI,2026-03-06,19:19:44,288.0
2651,129,102,1,380,0,UPI,2026-03-02,13:53:52,380.0
2652,461,112,2,240,0,UPI,2026-02-21,21:45:42,480.0
2653,169,127,3,90,0,UPI,2026-05-06,14:29:31,270.0
2654,276,101,1,695,5,UPI,2026-05-25,21:10:43,660.25
2655,476,102,3,380,0,UPI,2026-06-08,13:21:10,1140.0
2656,419,116,3,120,0,UPI,2026-03-31,13:28:08,360.0
2657,99,103,2,320,0,Card,2026-03-30,19:23:15,640.0
2658,206,129,1,180,5,UPI,2026-06-27,13:10:59,171.0
2659,348,108,2,695,0,Cash,2026-01-15,21:24:10,1390.0
2660,321,104,3,390,0,UPI,2026-05-10,13:36:00,1170.0
2661,8,105,1,420,5,Card,2026-02-13,12:00:37,399.0
2662,132,106,1,300,0,Card,2026-02-28,11:31:33,300.0
2663,183,126,2,60,0,Card,2026-02-17,20:08:16,120.0
2664,300,120,1,120,0,Cash,2026-05-17,13:05:56,120.0
2665,181,102,2,380,0,UPI,2026-01-21,11:05:10,760.0
2666,144,110,1,280,15,Card,2026-06-02,19:29:55,238.0
2667,165,129,2,180,0,Card,2026-06-21,18:27:33,360.0
2668,125,121,2,350,15,UPI,2026-04-06,13:05:47,595.0
2669,152,105,4,420,0,UPI,2026-06-02,12:19:08,1680.0
2670,43,109,1,650,0,Card,2026-01-11,14:47:46,650.0
